Fold,Epoch,Train_Loss,Val_Loss,MSE,MAE,NMAE,MMRE,PRED30,ACC,NonZeroPerc
1,1,0.13079417838404575,0.06686257664114237,0.06652713526818443,0.16179122307206087,0.9176218621997483,0.40560777093381134,0.5223880597014925,0.9131578947368421,17.63157894736842
1,2,0.06204275938216597,0.05429068782056371,0.054155285463773996,0.12553898647456663,0.712012162094557,0.25398611010455374,0.746268656716418,0.9342105263157895,17.63157894736842
1,3,0.03758704124872262,0.044625102852781616,0.04443982461687843,0.10450449596173712,0.5927120666486584,0.27269154091699244,0.6865671641791045,0.9473684210526315,17.63157894736842
1,4,0.022744345740647987,0.0512223100134482,0.05104220011578228,0.09764402639718212,0.5538019407601374,0.3096142539671108,0.6865671641791045,0.9421052631578948,17.63157894736842
1,5,0.018275443639140576,0.04813409208630522,0.04805935112537966,0.10676535615501435,0.605534855804559,0.24019200777384772,0.7164179104477612,0.9421052631578948,17.63157894736842
2,1,0.1465976641047746,0.07912305711458127,0.07866508536527246,0.17883046043203457,0.7901811042345713,0.3918774566229652,0.4588235294117647,0.8868421052631579,22.36842105263158
2,2,0.06501055244977276,0.059907242034872375,0.059916399684027864,0.14588726875674757,0.6446181642740009,0.27261784655206345,0.7176470588235294,0.9315789473684211,22.36842105263158
2,3,0.04520115058403462,0.05306117290941378,0.05290426214072354,0.11646399112099684,0.5146083328602186,0.22897653088850134,0.7529411764705882,0.9315789473684211,22.36842105263158
2,4,0.026374486168303218,0.05220806295983493,0.052117792217482146,0.09504095488622337,0.4199484053112195,0.21676189784946687,0.7764705882352941,0.9394736842105263,22.36842105263158
2,5,0.0162321389701295,0.056255966366734356,0.05597941060427557,0.09356146352070745,0.4134111178821957,0.25953117997988184,0.7176470588235294,0.9342105263157895,22.36842105263158
3,1,0.18761030258610845,0.1392442975193262,0.13927550203963338,0.3079420529698071,1.695912755485894,0.727984900421956,0.0,0.8210526315789474,17.894736842105264
3,2,0.105712005829749,0.0625143142727514,0.06266906454220811,0.1306162974847738,0.7193361310755658,0.37480361044735594,0.4852941176470588,0.9263157894736842,17.894736842105264
3,3,0.05283622335021695,0.050372636411339045,0.05046063261698475,0.10872992881666409,0.5988025065265558,0.2611895875786157,0.7352941176470589,0.9315789473684211,17.894736842105264
3,4,0.03135676848857353,0.04243413161020726,0.04252132899276219,0.08697422391058736,0.47898847950758255,0.22533480395727298,0.7058823529411765,0.9526315789473684,17.894736842105264
3,5,0.022646560294864077,0.06725140288472176,0.06742393340325133,0.11849525111457823,0.6525825423701409,0.21799589312799714,0.7794117647058824,0.9078947368421053,17.894736842105264
4,1,0.11928245945212741,0.06268174527212977,0.06268450476928754,0.14845854132608227,0.7502104955011358,0.32278012081980706,0.6266666666666667,0.9287598944591029,19.788918205804748
4,2,0.056559088649616264,0.06009966600686312,0.06009209123502631,0.12885268347605536,0.6511355604989998,0.30092078996977456,0.6666666666666666,0.9261213720316622,19.788918205804748
4,3,0.036067494472566373,0.054751355511446796,0.054920029373157354,0.11170321573210895,0.5644735834995906,0.25780593160539866,0.72,0.9287598944591029,19.788918205804748
4,4,0.02136094401551721,0.06050958794852098,0.06022100166357716,0.10351804596182121,0.5231111922604033,0.2693664900461833,0.7733333333333333,0.9234828496042217,19.788918205804748
4,5,0.015392134785846187,0.0675107091665268,0.06732037853648636,0.10454601060066465,0.5283058402353588,0.2620830760500394,0.7466666666666667,0.9155672823218998,19.788918205804748
5,1,0.13291169012275836,0.06788886866221826,0.0676272128387431,0.14738534129299052,0.8593699130775909,0.4444946374860592,0.421875,0.9182058047493403,16.886543535620053
5,2,0.06291139958193526,0.0494638221959273,0.04947741397759104,0.12321712612616,0.7184506277202252,0.3202181064407341,0.609375,0.9393139841688655,16.886543535620053
5,3,0.04276042082346976,0.054590362085339926,0.05459956036290269,0.13097187753866296,0.7636667936485118,0.3229514468694106,0.671875,0.9340369393139841,16.886543535620053
5,4,0.030491131105615448,0.04361949798961481,0.04373739536562653,0.09861351717951508,0.5749926617082495,0.24447672837413847,0.6875,0.9393139841688655,16.886543535620053
5,5,0.021035954103960346,0.04426303307991475,0.04434597830336254,0.08818050860587046,0.5141601963326908,0.25055849668569863,0.75,0.9551451187335093,16.886543535620053
