Fold,Epoch,Train_Loss,Val_Loss,MSE,MAE,NMAE,MMRE,PRED30,ACC,NonZeroPerc
1,1,0.11838547097674261,0.05156083063532909,0.05168246145643542,0.13779414278565366,0.2908987458808244,0.1613755688899093,0.8555555555555555,0.9394736842105263,47.368421052631575
1,2,0.049871396467400096,0.044250687661891185,0.044418746339459594,0.11833240840757131,0.24981286219376167,0.12970009523786658,0.9111111111111111,0.95,47.368421052631575
1,3,0.034982863115146756,0.04042165850599607,0.04054797913909028,0.09492538078739017,0.2003980261067126,0.09993265250490771,0.9111111111111111,0.9473684210526315,47.368421052631575
1,4,0.025310330248127382,0.044725771682957806,0.04493619723601618,0.10569613032804274,0.22313627513697915,0.11258431354330646,0.9388888888888889,0.9552631578947368,47.368421052631575
1,5,0.020954333944246173,0.043010879443803184,0.04291711653209139,0.09051745267428678,0.19109240009016099,0.09359564326134406,0.9277777777777778,0.9526315789473684,47.368421052631575
2,1,0.10304916005892058,0.06239617755636573,0.06241580719266756,0.16589349585119634,0.35021960235252564,0.17806401434871885,0.9166666666666666,0.95,47.368421052631575
2,2,0.045145636152786515,0.0436230767906333,0.04365398505070298,0.10820382233098491,0.22843029158763484,0.0940286395036512,0.9444444444444444,0.9526315789473684,47.368421052631575
2,3,0.03161113084449122,0.041961360994415976,0.041951424782006176,0.09437172253215785,0.19922919201233324,0.06886296659552803,0.9611111111111111,0.9526315789473684,47.368421052631575
2,4,0.02301576954778284,0.0420583561838915,0.04202821829789048,0.1020312062614769,0.21539921321867345,0.07825307349363962,0.9611111111111111,0.9473684210526315,47.368421052631575
2,5,0.01777598496119026,0.04238355066627264,0.042417056214969315,0.09226816282354872,0.19478834373860285,0.0753086781129241,0.9666666666666667,0.95,47.368421052631575
3,1,0.1372933873984342,0.06357965928812821,0.06356600100755554,0.14552042009814423,0.268435726394635,0.15850522309178258,0.8390243902439024,0.9157894736842105,53.94736842105263
3,2,0.04594706747836123,0.05784682370722294,0.05800040906417035,0.12339270493141254,0.22761761103852798,0.13877405347075406,0.9024390243902439,0.9342105263157895,53.94736842105263
3,3,0.029677840362031322,0.0595093408289055,0.05959655090441042,0.12796871821937153,0.23605880059884068,0.15643564528535778,0.9121951219512195,0.9342105263157895,53.94736842105263
3,4,0.0225525446391354,0.06330262101255357,0.06328136230998557,0.13456731796950885,0.2482309748952105,0.17690862832454646,0.9073170731707317,0.9289473684210526,53.94736842105263
3,5,0.019646438993125532,0.06453267624601722,0.06453832923578236,0.12478249731403163,0.2301813057249127,0.15766897850510914,0.9121951219512195,0.9315789473684211,53.94736842105263
4,1,0.10364082890252273,0.05100824202721318,0.05138177430155192,0.1395763891766285,0.2988669576154927,0.15698771549146728,0.9096045197740112,0.9366754617414248,46.701846965699204
4,2,0.04602880624588579,0.03838750809275856,0.038812944739932756,0.10151128704680527,0.21736032650135143,0.12622951278410388,0.8757062146892656,0.9551451187335093,46.701846965699204
4,3,0.03320663404883817,0.043437489696467914,0.04384263675514575,0.10705407964474814,0.22922879200768106,0.10922867621395127,0.9378531073446328,0.9472295514511874,46.701846965699204
4,4,0.02414181942973907,0.04512079063958178,0.04562556145735283,0.10922718333159659,0.23388193493036785,0.116103903411514,0.9322033898305084,0.9445910290237467,46.701846965699204
4,5,0.01921499238233082,0.04589218473605191,0.04646534354597451,0.09766366997473237,0.20912164361821226,0.08811274800176001,0.9322033898305084,0.9393139841688655,46.701846965699204
5,1,0.1382071724316726,0.06909701492016514,0.06973250466826726,0.15913265855816416,0.3092886030438165,0.16952646780454625,0.8358974358974359,0.9234828496042217,51.45118733509235
5,2,0.04502018797211349,0.06604467735936244,0.06658313971040733,0.14333312622623412,0.2785807940499627,0.14787786291697277,0.8769230769230769,0.9234828496042217,51.45118733509235
5,3,0.03174779040273279,0.06922195851802826,0.06972345317482496,0.15127070360556846,0.2940081880333869,0.17514520206321507,0.8871794871794871,0.9182058047493403,51.45118733509235
5,4,0.02283061288956863,0.06310154280314843,0.06362340979653963,0.11897974837896823,0.23124781864425106,0.10964235819410532,0.9128205128205128,0.9287598944591029,51.45118733509235
5,5,0.018720963077309232,0.06430324073880911,0.06472682166579279,0.11336896520895554,0.22034275802150843,0.12133843400635017,0.9076923076923077,0.9287598944591029,51.45118733509235
